"Date of Download: 2023-02-26_17:21:54"
"Search Parameters: Data Level:all  Trait List:77328,77210,77275,77325  Trial List:4974,4975  Accession List:98592,100173,98469,88062,99318,97970,108381,85417,97939,510812,87218  Plot List:  Plant List:  Location List:  Year List:2020,2022  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Grain yield - g/m2|CO_350:0000260","Heading date - Julian day|CO_350:0000270","Plant height - cm|CO_350:0000232","Test weight - g/L|CO_350:0000259","notes"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4974","Drl_Mon_22","Drl Yield Trial at Monmouth, IL [2022]","RCBD","1.33","4.5","","","","2022-March-29","2022-July-19","105","Monmouth, IL","510812","SADDLE","Saddle,SD120296","plot","538421","Drl_Mon_22_1002","2","2","1002","11","10","test","","586.5363216","","91.44","404.1808","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4974","Drl_Mon_22","Drl Yield Trial at Monmouth, IL [2022]","RCBD","1.33","4.5","","","","2022-March-29","2022-July-19","105","Monmouth, IL","510812","SADDLE","Saddle,SD120296","plot","538468","Drl_Mon_22_110","1","1","110","10","1","test","","586.7515248","","96.52","397.61608","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4974","Drl_Mon_22","Drl Yield Trial at Monmouth, IL [2022]","RCBD","1.33","4.5","","","","2022-March-29","2022-July-19","105","Monmouth, IL","85417","REINS","IL06-5433,Reins","plot","538470","Drl_Mon_22_1205","3","3","1205","8","12","test","","589.0470256","","86.36","419.36976","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4974","Drl_Mon_22","Drl Yield Trial at Monmouth, IL [2022]","RCBD","1.33","4.5","","","","2022-March-29","2022-July-19","105","Monmouth, IL","98469","COLT","2015,Colt,Colt (RPB 50-75),GBR005 02015,GBR011 2015,POL003 50434,RPB 5075,SD020883-29","plot","538306","Drl_Mon_22_1208","3","3","1208","5","12","test","","492.8870624","","96.52","428.50888","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4974","Drl_Mon_22","Drl Yield Trial at Monmouth, IL [2022]","RCBD","1.33","4.5","","","","2022-March-29","2022-July-19","105","Monmouth, IL","87218","SPURS","IL 95-1241,IL95-1241,IL951241,Spurs","plot","538363","Drl_Mon_22_1210","3","3","1210","3","12","test","","511.6814752","","91.44","413.96352","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4974","Drl_Mon_22","Drl Yield Trial at Monmouth, IL [2022]","RCBD","1.33","4.5","","","","2022-March-29","2022-July-19","105","Monmouth, IL","97970","ESKER","Esker,WI X8179-2,WIX8179-2","plot","538400","Drl_Mon_22_1304","3","3","1304","4","13","test","","490.304624","","91.44","384.8728","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4974","Drl_Mon_22","Drl Yield Trial at Monmouth, IL [2022]","RCBD","1.33","4.5","","","","2022-March-29","2022-July-19","105","Monmouth, IL","98592","BAKER","Baker,IA97105-3","plot","538333","Drl_Mon_22_1305","3","3","1305","5","13","test","","506.3731296","","91.44","393.2396","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4974","Drl_Mon_22","Drl Yield Trial at Monmouth, IL [2022]","RCBD","1.33","4.5","","","","2022-March-29","2022-July-19","105","Monmouth, IL","99318","DEON","Deon,MN07210","plot","538334","Drl_Mon_22_1306","3","3","1306","6","13","test","","400.995296","","93.98","407.65624","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4974","Drl_Mon_22","Drl Yield Trial at Monmouth, IL [2022]","RCBD","1.33","4.5","","","","2022-March-29","2022-July-19","105","Monmouth, IL","108381","EXCEL","Excel","plot","538393","Drl_Mon_22_1307","3","3","1307","7","13","test","","497.9802048","","96.52","392.33856","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4974","Drl_Mon_22","Drl Yield Trial at Monmouth, IL [2022]","RCBD","1.33","4.5","","","","2022-March-29","2022-July-19","105","Monmouth, IL","97939","SABER","CV-377,IL02-8658","plot","538321","Drl_Mon_22_1401","3","3","1401","12","14","test","","563.2585088","","91.44","406.7552","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
